<narrator>ふしぎなちからで　でられないようだ・・・=<narrator>A strange force repels you...
<narrator>「ダミーメッセージ」=
<narrator>ふしぎなちからで　いけないようだ・・・=<narrator>You cannot go there...
<narrator>ふしぎなちからで　ぶき・ぼうぐやの|なかにはいれないようだ・・・=<narrator>The shopkeeper doesn't wanna see you
<narrator>ふしぎなちからで　どうぐやの|なかにはいれないようだ・・・=<narrator>You're using default equipment...plus you can't go in
<narrator>ふしぎなちからで　なかにはいれないようだ・・・=<narrator>Go progress the plot...
<narrator>ふしぎなちからで　なかにはいれないようだ・・・=<narrator>He's waiting for you, you know...
<narrator>ふしぎなちからで　あまぐりあまの|なかにはいれないようだ・・・=<narrator>Who are you buying chestnuts for? You're not Asuma...
<narrator>ふしぎなちからで　ラーメン一楽（いちらく）の|なかにはいれないようだ・・・=<narrator>Teuchi won't let you in before you pay your tab...and it's a big one
<narrator>ふしぎなちからで　あほ茶（ちゃ）の|なかにはいれないようだ・・・=<narrator>Anko's busy right now, so think about asking her out later...
<narrator>ふしぎなちからで　木ノ葉茶（このはちゃ）の|なかにはいれないようだ・・・=<narrator>Now's not the time for tea...unless it's...
<narrator>ふしぎなちからで　やまなか花（はな）の|なかにはいれないようだ・・・=<narrator>Ino used everything but water for Iruka's birthday party...iykyk
<narrator>ふしぎなちからで　なかにはいれないようだ・・・=<narrator>You're having fun with my easter eggs aren't you?
<narrator>ふしぎなちからで　なかにはいれないようだ・・・=<narrator>"Did you hear me say POWERFUL?", said Tsunade to TenTen
