<narrator>ふしぎなちからで　でられないようだ・・・=
<narrator>「ダミーメッセージ」=
<narrator>ふしぎなちからで　いけないようだ・・・=
<narrator>ふしぎなちからで　ぶき・ぼうぐやの|なかにはいれないようだ・・・=
<narrator>ふしぎなちからで　どうぐやの|なかにはいれないようだ・・・=
<narrator>ふしぎなちからで　なかにはいれないようだ・・・=
<narrator>ふしぎなちからで　なかにはいれないようだ・・・=
<narrator>ふしぎなちからで　あまぐりあまの|なかにはいれないようだ・・・=
<narrator>ふしぎなちからで　ラーメン一楽（いちらく）の|なかにはいれないようだ・・・=
<narrator>ふしぎなちからで　あほ茶（ちゃ）の|なかにはいれないようだ・・・=
<narrator>ふしぎなちからで　木ノ葉茶（このはちゃ）の|なかにはいれないようだ・・・=
<narrator>ふしぎなちからで　やまなか花（はな）の|なかにはいれないようだ・・・=
<narrator>ふしぎなちからで　なかにはいれないようだ・・・=
<narrator>ふしぎなちからで　なかにはいれないようだ・・・=
