<kakashi>「幻術が　とけた！？」=
<kakashi>「紅！　アスマ！！」=
<kakashi2>「いっきに　カタをつけさせてもらう！」=
<symbol14><small_sasuke3>「これが　うわさにきく・・・<w21>|名はたしか　コピー忍者の　カカシ」=
<symbol14><small_sasuke3>「しかし　ほんとうに　イタチさんいがいに|その眼（め）をもってるやからが　いたとはね」=
<kakashi2>「おどろいたのは　こっちだよ・・・　あやしい|けはいに　幻術までかけてくれちゃって」=
<kakashi2>「だれかとおもってたら・・・|まさか　<blue>うちはイタチ<black>とはね」=
<symbol14><small_sasuke3>「・・・イタチさんの　おしりあいですか？」=
<symbol14><small_sasuke3>「なら・・・　わたしも|じこしょうかいして　おきましょう」=
<kisame>「<blue>干柿　鬼鮫（ほしがき　きさめ）<black>|いご　おみしりおきを」=
<kakashi2>「・・・いご　なんてのは　いらないよ」=
<kisame>「イタチさん・・・　アナタも里じゃ|そうとう　きらわれてる　ようですね」=
<kakashi2>「おまえら　手配帳（ビンゴブック）じゃ|Ｓランクになってる　じゅうざいにんだ」=
<kakashi2>「それに　あれだけの　じけんをおこして|里にふたたび　あしをふみいれるとはな」=
<kakashi2>「・・・いいどきょう　してるよ」=
<itachi>「カカシさん・・・|オレには　かかわらないでください」=
<itachi>「アナタと　やりあうつもりは　ない」=
<kakashi2>「いちぞくごろしの　おまえがいう|セリフじゃないね・・・　それは」=
<kisame>「ときに・・・　再不斬（ザブザ）のこぞうは|アナタとやりあったと　ききましたが？」=
<kakashi2>「ああ・・・」=
<kisame>「クク・・・|“けずりがい”の　あるかただ」=
<itachi>「よせ・・・<w16>　鬼鮫」=
<itachi>「おまえが　そのひとと　まともにやりあえば|ただでは　すまない・・・」=
<itachi>「それに　じかんが　かかれば|ほかの忍が　ここに　かけつけるだろう」=
<itachi>「もくてきを　みうしなうな・・・　おまえは|ここに　キズをおいにきたわけじゃないだろう」=
<kakashi2>「では　そのもくてきとやらを　きこうか？」=
<itachi>「さがしものを　みつけにきただけです」=
<kakashi2>「さがしもの？|・・・さがしものとは　なんだ？」=
<kisame>「このかた　けっこー　ウルサイですね|やりますか？」=
<itachi>「すなおには　里から|でられそうに　ないな・・・」=
<itachi>「だが　やりすぎるな|おまえの技（わざ）は　めだつ」=
<kisame>「・・・きまりですね」=
<kurenai>「ナイス！　カカシ！」=
<kakashi2>「きをぬくな・・・　あいつのチカラは|まだまだ　こんなもんじゃない」=
<itachi>「<blue>うちはいちぞく<black>でない　アナタが　写輪眼を|ここまで　つかいこなすとは・・・」=
<itachi>「だが　アナタのカラダは　その眼（め）にあう|いちぞくのカラダではない」=
<itachi>「<blue>うちはいちぞく<black>が　なぜ　さいきょうと|うたわれ　おそれられたか・・・」=
<itachi>「写輪眼の　ほんとうのチカラを|みせてあげましょう！」=
<kakashi2>（ま・・・　まさか！！）=
<kakashi2>「ふたりとも　やつの　めをみるな！|うしろをむけ！！」=
<kakashi2>「いまの　やつと　めがあったらおわりだ|アレとやりあえるのは　おそらく・・・」=
<kakashi2>「写輪眼を　もつものだけだ！」=
<itachi>「・・・たしかに　写輪眼を　もっていれば|<blue>万華鏡写輪眼（まんげきょうしゃりんがん）<black>に」=
<itachi>「たしょうの　ていこうはできる・・・|しかし　この　とくべつな　写輪眼のどう術」=
<itachi>「<blue>幻術“月読（つくよみ）”<black>は　やぶれない」=
<itachi>「オレをたおせるのは　おなじ“血”をもつ|写輪眼つかいだけだ」=
<kakashi2>「サスケ・・・」=
<itachi>「“月読”のせかいでは　くうかんも　じかんも|しつりょうも　すべては　オレがしはいする」=
<itachi>「これから７２じかん・・・|アナタを　いためつけつづける・・・」=
<kakashi2><instant>「ぐぁああああああ！！」=
<kurenai>「どうしたの　カカシ！|いったい　なにがあったの！？」=
<asuma>「やつが　しゃべりおわったとたん|きゅうに　さけびだしやがって！」=
<kakashi2>（月読せかいでの　７２じかんは　げんじつでの|いっしゅんにも　みたないというわけか）=
<kisame>「ほう・・・　あの術をくらってまだ|たっているとは・・・」=
<kakashi2>「ハァ　ハァ　ハァ<w5>・<w5>・<w5>・<w21>　ぐっ！|さがしものとは　サスケのことか？」=
<itachi>「・・・・・・いや|<blue>“四代目火影のいさん”<black>ですよ」=
<kakashi2>「“四代目火影のいさん”だと！？」=
<kakashi2>（ナルトか・・・　自来也さまの　じょうほうは|ただしかった　ようだな・・・）=
<kakashi2>「ねらいは・・・|ナルトのなかの　<blue>九尾<black>・・・　か？」=
<kakashi2>「うごいてるのが・・・|おまえらだけ　じゃないのは　しってる」=
<kakashi2>「そしきめいは<w5>・<w5>・<w5>・<w21>|<blue>“暁（あかつき）”<black>だったか？」=
<itachi>「鬼鮫！　カカシさんは　つれていく|そのほかのかたには　きえてもらおう」=
<guy>「木ノ葉剛力旋風！！」|（このはごうりきせんぷう）=
<kisame>「なにものです？」=
<guy>「木ノ葉のけだかき　あおい　もうじゅう|・・・マイト・ガイ！！」=
<kisame>「なんて　かっこうだ・・・|ちんじゅうの　まちがいでは？」=
<itachi>「あのひとを　あまくみるな！」=
<kakashi2>「ぐっ！！」=
<guy>（カカシを　ここまで　おいつめるとは・・・）=
<guy>「ふたりとも　キッチリ　まえをみろ！」=
<guy>「写輪眼と　たたかうばあいは　めとめを|あわせなければ　もんだいない！」=
<guy>「つねに　あいての　あしだけをみて|うごきをよみ　たいしょするんだ」=
<kurenai>「そういわれれば|そうかも　しれないけど・・・」=
<asuma>「そんなことが　できんのはァ・・・|おまえだけだぞ」=
<guy>「まぁな！　だが　このじょうきょうで　そんな|ことも　いってられん！　いますぐ　なれろ」=
<asuma>「さぁて　どうする？」=
<guy>「紅は　カカシを　いりょう班のところへ|アスマは　オレのえんごだ！」=
<guy>「あとは　オレのよんだ暗部（あんぶ）が|くるまで　すこしのあいだ　あいてしてやる」=
<kisame>「おもしろい・・・　いいどきょうですね」=
<itachi>「鬼鮫・・・　やめだ」=
<itachi>「オレたちは　せんそうを　しにきたんじゃない|ざんねんだが　これいじょうは　ナンセンスだ」=
<itachi>「・・・いくぞ」=
<kisame>「せっかく　ウズいてきたのに|しかたないですねェ・・・」=
<asuma>「チィ・・・」=
<guy>「・・・カカシを　はこぶぞ」=
<naruto>「サクラちゃん！　おまたせ」=
<sakura>「う<w5>・<w5>・<w5>・<w21>　ううん　そんなまってないから|だいじょうぶ・・・」=
<naruto>「・<w5>・<w5>・<w5>・<w5>・<w5>・」=
<sakura>「・<w5>・<w5>・<w5>・<w5>・<w5>・」=
<sakura>「あのね<w5>・<w5>・<w5>・<w21>　サスケくんには　“ナルトには|いうな”っていわれたの<w21>　・・・でも」=
<sakura>「やっぱり　ナルト・・・<w21>　アンタにも|いっておかなきゃって　おもって」=
<sakura>「きいて・・・　くれるわよね？」=
<narrator><instant>　きく|　きかない<0B>=
<naruto>「もちろん　きくってばよ！　いったい|なんなんだってばよ！　サクラちゃん」=
<sakura>「ナルト<w5>・<w5>・<w5>・<w21>　アンタなら　そういって|くれるとおもった　あのね・・・」=
<naruto>「なんで　いま　サスケのはなしなんか|きかなきゃなんねーんだよ」=
<sakura>「ナルト！　アンタってサイテー！！|サスケくんのこと　しんぱいじゃないの？」=
<sakura>「おんなじ　スリーマンセルの|なかまじゃない！！」=
<naruto>「・<w5>・<w5>・<w5>・<w5>・<w5>・」=
<naruto>「きくってばよ<w5>・<w5>・<w5>・」=
<sakura>「<blue>大蛇丸<black>っておぼえてる？」=
<naruto>「三忍のひとりで　綱手のバァちゃんに|うでをなおせって　いってきたやつだろ？」=
<sakura>「うん<w5>・<w5>・<w5>・<w21>　じつは　もっとまえにあってるの|中忍せんばつしけんの　死の森（しのもり）で」=
<sakura>「いのちがけで　巻物（まきもの）のうばいあい|をしようと　おそってきたやつ　いたでしょ？」=
<naruto>「あー！　サスケが　巻物わたそうとしたやつ？<w21>|・<w5>・<w5>・<w5>まさか　そいつが　大蛇丸！？」=
<sakura>「そう<w5>・<w5>・<w5>・<w21>　そのあと　ナルトは　こうげき|されて　きをうしなってたでしょ？」=
<sakura>「大蛇丸はサスケくんに<blue>“呪印（じゅいん）”<black>を|のこして　さっていった・・・」=
<sakura>「そのとき　大蛇丸は　こういったの<w16>・<w16>・<w16>・」=
<sakura>“サスケくんは　かならず　ワタシを　もとめる|チカラを　もとめてね・・・”=
<sakura>「なんどか　わすれようとおもった|でも　わすれることはできなかった」=
<sakura>「ずっと　ふあんだった<w5>・<w5>・<w5>・<w21>　さっきの|サスケくんをみて　かくしんにかわった」=
<sakura>「サスケくんは　チカラをもとめて|里を　ぬけるんじゃないか・・・って」=
<naruto>「だいじょうぶだってばよ！」=
<naruto>「サスケは　あんなやつの　さそいになんか|のらねーし！　そんなこと　しなくても」=
<naruto>「すげー　つよいやつだってばよ！|オレが　ほしょうする！！」=
<sakura>「うん！！」=
<sakura>（ナルト<w5>・<w5>・<w5>・<w21>　ありがとう）=
<sakura>「・<w5>・<w5>・<w5>・<w5>・<w5>・」=
<symbol3A><small_sasuke>「こんなところで　なに　うろついてる？」=
<sakura>「ちょっと　そとのくうきがすいたくて・・・」=
<symbol3A><small_sasuke>「なら　もう　かえれ」=
<sakura>「どうして　なにもいってくれないの？」=
<sakura>「なんで　いつもだまって<w5>・<w5>・<w5>・<w5>　わたしに|なにひとつ　はなしてくれな・・・」=
<symbol3A><small_sasuke>「よけいな　おせわだって　いってんだよ|いちいち　オレに　かまうな」=
<sakura>「・<w5>・<w5>・<w5>・<w5>・<w5>・」=
<symbol3A><small_sasuke>「・<w5>・<w5>・<w5>・<w5>・<w5>・」=
<sakura>「わたしって　サスケくんに　きらわれて|ばっかりだね<w5>・<w5>・<w5>・<w21>　おぼえてる？」=
<sakura>「下忍になって　はじめて　３にんひとくみの|チームがきまったひ<w5>・<w5>・<w5>・」=
<sasuke>「オイ！　ナルトは　どこにいった？　そろそろ|しゅうごうばしょにいく　じかんだってのに」=
<sakura>「ナルトなんて　ほっときゃいいじゃない！|サスケくんに　いつも　からむばっかでさ！」=
