<naruto>「ネコほかく任務|ぶじ　しゅうりょうだってばよ！」=<naruto>We finally captured that cat, believe it!
<narrator>「しんぱいしたんだからな！　コイツゥ！」=<narrator>Aww! I was so worried!
<narrator>「ニャ～～」=<narrator>Meoow~
<sakura>「もう　まいごになっちゃ　だめよ！」=<sakura>Make sure it never goes missing again!
<narrator>「忍者さんたち　どうもありがとう」=<narrator>Thank you so much for helping me!
<narrator>依頼人（いらいにん）は|ほうしゅうを　わたした=<narrator>I believe my fee is this much, yes?|I'll be sure to come again.
<homura>「うむ・・・　ごくろうであった」=<homura>Hmm... I commend you all for a job well done.
<naruto>「へへっ　どーってこと　ねーっての！！」=<naruto>Heh heh! It was nothing, believe it!
<homura>「では　<blue>ほうしゅう<black>を　わたそう」=<homura>Then I suppose the request is finally complete.
<narrator>３５０両を　手にいれた=<narrator>Obtained 350 Ryo!
<narrator><130d>ちぎれた巻物１を　てにいれた=<narrator>Obtained <130d>Ripped Scroll 1!
<narrator>ダミー=
<naruto>「ねェねェ！　ホムラのじいちゃん！|この<blue>ちぎれた巻物１<black>って　なんだってばよ？」=<naruto>Hey, Old Man! What in the Ichiraku is this <blue>torn up scroll<black>?
<homura>「これは　<blue>だいじなもの<black>に　わけられる|うちのひとつじゃ・・・」=<homura>This is a <blue>key item<black> that is divided into several parts...
<homura>「“だいじなもの”　についての|せつめいを　きくか？」=<homura>Do you want me to explain what key items are?
<narrator><instant>　きく|　きかない<0B>=<narrator><instant>　Yes please.|　No need.<0B>
<naruto>「もっちろん　きくってば！」=<naruto>Yeah, of course I wanna know!
<homura>「よかろう！　おまえたちのもっているどうぐには|ふつうのどうぐと　<blue>だいじなもの<black>がある」=<homura>There are two types of items: <blue>key items<black> and <blue>expendables<black>.
<homura>「だいじなものは　きほんてきには　うれないし|かえない　・・・また　すてることもできない」=<homura>Key items stay in your inventory, but cannot be used or discarded.
<homura>「だいじなものは　任務をすすめるうえで|じゅうようなどうぐだったり」=<homura>Some will help you advance in a mission,
<homura>「なにかをえるために　ひつようとなる|どうぐだったりするんじゃ」=<homura>while others may allow you to unlock a number of interesting things.
<naruto>「ヘェ～・・・　なるほど・・・」=<naruto>Oh! I get it now...
<naruto>「そんなこと　きかなくったって|ほんとは　しってるってばよ！」=<naruto>There's no need to tell me, because I already know all about it!
<homura>「そうか・・・　ならいいのだが」=<homura>I see... If you say so...
<sakura>「ホムラさま　コハルさま・・・　しつもんが|あるのですが　よろしいでしょうか？」=<sakura>Master Homura, Lady Koharu...|I have something to ask...
<koharu>「なんだ？」=<koharu>What is it?
<sakura>「けっきょく　ちぎれた巻物１　・・・って|いつ　つかうものなのですか？」=<sakura>How are we supposed to use this Ripped Scroll?
<homura>「そーか・・・　おまえたちは|まだ　しらなかったのか・・・」=<homura>I see... You still do not know of its use.
<koharu>「火影のいえの　ヒミツについて|せつめいを　きくか？」=<koharu>Shall I explain about the basement of the Hokage Mansion?
<narrator><instant>　きく|　きかない<0B>=<narrator><instant>　I guess.|　I don't think so.<0B>
<sakura>「きかせてください　コハルさま」=<sakura>Please tell me more, Lady Koharu.
<koharu>「よかろう・・・|つかいみちの　とくになさそうなものは」=<koharu>At first glance, this scroll is of no immediate use to you.
「<blue>火影のいえ<black>の　ちかしつに|もっていくと　なにかおこるばあいもある」=However, if you were to go to the <blue>basement of the Hokage's Mansion<black> only then may you find its true purpose.
<sakura>「えっ！？　火影さまのいえに|ちかしつなんて　あったかしら？」=<sakura>Huh!? The Hokage's Mansion has a basement?
<koharu>「あるとも・・・　ただし　ちかしつへの|いきかたは　おまえたちでさがすのだ！」=<koharu>Indeed. How you find a way in there will be up to you to discover.
<homura>「ちかしつにある　おおきな巻物のまえで|だいじなものをつかう！　すると」=<homura>Once you're in, unfold the scrolls in front of the fire clock...
<homura>「びっくりすることが　おこるぞ！|こころしてかかれ」=<homura>and you may just receive a nice surprise.
<sasuke>「いったい　なにが　おこるってんだ？」=<sasuke>What surprise?
<koharu>「まあ　いちど　やってみるのが|いいだろう」=<koharu>Well, why don't you give it a try and see for yourself?
<koharu>「ただし！<w21>　じきがきていなかったり　ものに|よっては　かずがたらなかったりすると」=<koharu>However!<w21> Only when you find all pieces will you see the effect,
<koharu>「うまくいかない　ばあいもあるから|ちゅういするんじゃぞ！」=<koharu>and some pieces are hard to obtain, so use both patience and courage.
<sakura>「や・・・<w21>　やっぱり|えんりょしときます　コハルさま」=<sakura>I think it can wait, Lady Koharu.
<koharu>「そうか・・・<w21>　わかった|火影のいえの　たなをしらべると・・・」=<koharu>Oh...<w21>I see. Well, if you do happen to visit the Hokage's Mansion,
<koharu>「なにか　おこるかもしれんぞ・・・」=<koharu>You may wish to inspect the shelving...
<naruto>「はぁあ・・・<w21>|なーんか　きょうは　つかれたってば！」=<naruto>Hoooooo...<w21>|Man, today got me pooped!
<sakura>「そうね・・・　ネコを　つかまえるのに|はしりまわったものね」=<sakura>Yeah...that cat wasn't an easy target to capture.
<koharu>「任務が　おわったところに　わるいが|第７班には　あたらしい任務についてもらう」=<koharu>Well, we hate to do this when you have only just returned from duty,|but we have another mission to assign Team 7.
<naruto>「えーっ！！　ちっとくらい|やすましてくれたって　いーじゃん！」=<naruto>What!? Hold on a second!|At least give us a break here!
<kakashi>「わがままいわないの！|ナルト！　おまえだって　いまの里が」=<kakashi>Put a lid on it, Naruto! The village needs all the help it can get!
<kakashi>「どんな　じょうきょうかくらい|わかってるだろ」=<kakashi>No matter what it is, you help, you got that?
<naruto>「・<w5>・<w5>・<w5>・<w5>・<w5>・」=<naruto>.<w5>.<w5>.<w5>.<w5>.<w5>.<w5>
<kakashi>「・・・で<w21>　どんな　任務なんです？」=<kakashi>...So,<w21> what is this mission you speak of?
<homura>「カカシ！　おまえには　すでに|ほかの任務が　でている・・・」=<homura>I'm afraid we have another mission lined up for you, Kakashi.
<kakashi>「！」=<kakashi>!!!
<kakashi>「・・・ということは|こいつらだけで　任務を！？」=<kakashi>You mean to say this mission is only for my students?
<koharu>「あんずるな！|こやつらかて　せいちょうしておる」=<koharu>I believe they are quite ready for it.
<kakashi>「しかし！」=<kakashi>But Lady Koharu-!
<homura>「これは　めいれいだ！　忍（しのび）が|たりてないことは　わかっておるだろう？」=<homura>This is an order! Shinobi are meant to follow orders, are they not?
<kakashi>「・<w5>・<w5>・<w21>わかりました|わたしは　つぎの任務へ　むかいます」=<kakashi><w5>.<w5>.<w5>.<w21>I understand.|I will set off on my next mission.
<kakashi>「そのまえに　ひとつ・・・」=<kakashi>I just have one thing to say before I go...
<kakashi>「おまえたちに　おしえておかなきゃ|いけないことが　ある・・・」=<kakashi>If you ever forget anything I taught you...
<kakashi>「任務のことや　たたかいかたについて|わからないことが　あれば」=<kakashi>If it's about missions, fighting, or anything you wanna clear up,
<kakashi>「忍者学校の　<blue>２０１きょうしつ<black>に|いくといい」=<kakashi>just head to <blue>Room 201 <black>in the Ninja Academy.
<naruto>「いくと　なにがあんの？」=<naruto>What's in that room?
<kakashi>「わからないことを　いろいろと|せつめいしてくれるから　こまったら　いけ」=<kakashi>You'll find a ton of useful information in case you get stuck.
<naruto>「わかったってばよ！」=<naruto>Gotcha, believe it!
<kakashi>「それじゃ　オレは　任務にいくから|おまえらも　がんばれよ」=<kakashi>Well then, I'll be heading off. I wish you three luck on your mission.
<homura>「さて<w5>・<w5>・<w5>・|おまえたちの　任務を　せつめいしよう」=<homura>Now that we're alone<w5>.<w5>.<w5>. Allow me to explain your mission to you.
<koharu>「おまえたちの任務は|<blue>あるじんぶつ<black>を　さがしだすことだ」=<koharu>We require you to search for a <blue>certain someone<black>.
<naruto>「ある　じんぶつぅ？<w32>|・・・って　だれだってばよ！」=<naruto>A certain who, exactly?
<koharu>「おまえたちも　しっているであろう|<blue>でんせつの　三忍（さんにん）<black>のひとり」=<koharu>You know them quite well. They're one of the <blue>Legendary Sannin<black>!
<koharu><instant>「<blue>自来也（じらいや）<black>を　さがしだすのだ！」=<koharu><instant>It is none other than <blue>Jiraiya <black>himself!
<naruto><instant>「えーー！！」=<naruto><instant>SAY WHAT!?
<naruto>「なんで　オレが　エロ仙人（せんにん）|なんか　さがさなきゃなんねーんだってばよ！」=<naruto>Why the heck should I go looking for that <blue>Pervy Sage <black>!?
<sakura><instant>「つべこべ　いわない！！」=<sakura><instant>Quit complaining, you!!
<naruto>（オレは　ちんたら　エロ仙人さがすより|カカシ先生に　すっげェ術（じゅつ））=<naruto>(I'd much rather be begging Kakashi-sensei to teach me a new jutsu than look for that perv!)
<naruto>（おせーてもらって・・・　もっと　もっと|つよくなりてーのにィ！）=<naruto>(I can't waste any time! I've got to get stronger!)
<naruto>（なのに　カカシ先生　任務でいなくなるし|いったいどーしたら　・・・ん？<w32>　まてよ）=<naruto>(Why did Kakashi-sensei have to leave on a mission...!? No, wait...)
<naruto>（エロ仙人みつけだして　あたらしい術|おしえてもらったら　いーんじゃねーの？）=<naruto>(I can just ask Pervy Sage to teach me a new jutsu instead!)
<naruto>「やる！<w21>　やるってばよ！！|このうずまきナルトさまに　まーかせとけって」=<naruto>I'll do it! <w21> The Great Naruto Uzumaki will get this done, believe it!
<sakura>「いったい　なにかんがえてるんだか・・・|きのかわりの　はやいやつ！」=<sakura>What made you change your mind so quickly? It's suspicious!
<koharu>「では　はなしを　もどすぞ！　自来也の|ゆくえは　わしら“ごいけんばん”でも」=<koharu>Back to the topic at hand! Even we, the Honorary Advisors of the Leaf#no room for a comma at the end
<koharu>「けんとうが　ついておらんのじゃ」=<koharu>do not know much about his current whereabouts.
<sakura>「はぁ～　けんとうが　ついてないんじゃあ|なにから　はじめたら　いいんだろ」=<sakura>Do you have anything for us to begin with, at least?
<sasuke>「なんでもいい！|なにか　じょうほうは　ないのか？」=<sasuke>Anything will do. There must be something you can tell us?
<homura>「<blue>エビス<black>が　自来也に　すうじつまえに|あったと　いっておったが・・・」=<homura>According to his account, <blue>Ebisu<black> met with him a few days ago.
<sasuke>「とりあえず　<blue>エビス<black>をさがして|はなしを　きくぞ！」=<sasuke>Then let's go find him right away!
<sakura>「わかったわ<red>♪<black>　サスケくん<red>♪♪<black>」=<sakura>I heard you loud and clear<red>♪<black>|Sasuke, my dear!<red>♪♪<black>
<naruto>（クッソー！　サスケのやつ|カッコばっかつけやがって！）=<naruto>(Who does this egomaniac think he is, huh!?)
<naruto>（こーなったら　エロ仙人　みつけだして|あたらしい術　おせーてもらって）=<naruto>(Just wait until I learn a killer new jutsu from Pervy Sage!)
<naruto>（ぜってェ　サスケより|つよくなってやる！！）=<naruto>(I'll become so strong that even Sasuke can't ignore me!!)
<sakura>「ナルト！　アンタ　なにやってんの？|エビス先生を　さがしにいくわよ」=<sakura>Naruto! Quit daydreaming already and let's go look for Ebisu-sensei!
<naruto>「よっしゃー！　いくってばよ！！」=<naruto>I'm coming, believe it!
