<narrator>「ダミーメッセージ」=<narrator>DUMMY MESSAGE
<narrator>「ダミーメッセージ」=<narrator>DUMMY MESSAGE
<narrator>「ダミーメッセージ」=<narrator>DUMMY MESSAGE
<narrator>「ダミーメッセージ」=<narrator>DUMMY MESSAGE
<narrator>「ダミーメッセージ」=<narrator>DUMMY MESSAGE
<narrator>「ダミーメッセージ」=<narrator>DUMMY MESSAGE
<narrator>「ダミーメッセージ」=<narrator>DUMMY MESSAGE
<narrator>「ダミーメッセージ」=<narrator>DUMMY MESSAGE
<narrator>「ダミーメッセージ」=<narrator>DUMMY MESSAGE
<narrator>「ダミーメッセージ」=<narrator>DUMMY MESSAGE
<narrator>「ダミーメッセージ」=<narrator>DUMMY MESSAGE
<narrator>「ダミーメッセージ」=<narrator>DUMMY MESSAGE
<narrator>「ダミーメッセージ」=<narrator>DUMMY MESSAGE
<narrator>「ダミーメッセージ」=<narrator>DUMMY MESSAGE
<narrator>「ダミーメッセージ」=<narrator>DUMMY MESSAGE
<narrator>「ダミーメッセージ」=<narrator>DUMMY MESSAGE
<narrator>「ダミーメッセージ」=<narrator>DUMMY MESSAGE
<narrator>「ダミーメッセージ」=<narrator>DUMMY MESSAGE
<narrator>「ダミーメッセージ」=<narrator>DUMMY MESSAGE
<narrator>「ダミーメッセージ」=<narrator>DUMMY MESSAGE
<narrator>「ダミーメッセージ」=<narrator>DUMMY MESSAGE
<narrator>「ダミーメッセージ」=<narrator>DUMMY MESSAGE
<narrator>「ダミーメッセージ」=<narrator>DUMMY MESSAGE
<narrator>「ダミーメッセージ」=<narrator>DUMMY MESSAGE
<narrator>「ダミーメッセージ」=<narrator>DUMMY MESSAGE
<narrator>「ダミーメッセージ」=<narrator>DUMMY MESSAGE
<narrator>「ダミーメッセージ」=<narrator>DUMMY MESSAGE
<narrator>「ダミーメッセージ」=<narrator>DUMMY MESSAGE
<naruto>「はっくしょん！！|もう　がまんできないってばよ！」=<naruto>*Achoo!*|I can't hold out any longer!#this file dupes
<sasuke>「げんかいか・・・」=<sasuke>This is...it...
<shikamaru>「さみー・・・　もうげんかいだ」=<shikamaru>It's too cold...I can't go on.
<gaara>「げんかいか・・・」=<gaara>I'm at my limit...
<naruto>「ハァ～・・・　だいぶ　カラダが|あったまったってばよ！」=<naruto>Phooowee... I'm feeling way better now!
<sasuke>「だいぶ　カラダが　あたたまったな」=<sasuke>I'm good to go again.
<shikamaru>「だいぶ　カラダが　あったまったみてーだな」=<shikamaru>I gotta try again.
<gaara>「だいぶ　あたたまったな・・・」=<gaara>I'm warm again...
